Provenance,Uniformity,Dataset Charaterstics,Metadata coupling,% of non duplicated rows,% of non missing cells,Unskewness,Number of Categorical Columns wrt all cols,Uncoorelation,DataQuality,MetricDataQuality,CalculatedDataQuality,ErrorPercentage,ComparisionFactor Threshold=5,ComparisionFactor Threshold=4,ComparisionFactor Threshold=3
81.27227161,99.71671872,90.91772752,42.9979041,87.85165781,75.49633976,91.37970269,12.48585557,99.50563056,97.83931864,79.83766958,94.14801237,14.31034279,14.31034279,14.31034279,14.31034279
74.04975165,99.06897858,96.89583688,78.51420497,99.64136005,44.48765946,99.16026022,4.433945366,99.63108645,97.76190471,81.58488071,94.67027331,13.0853926,13.0853926,13.0853926,13.0853926
96.59251584,95.90796,95.90671451,0.834875516,99.52528312,39.33338993,80.03170206,0.255570562,85.75911879,91.25817348,68.97485204,90.99430772,22.01945568,22.01945568,22.01945568,22.01945568
79.34436619,97.23432367,95.77955726,39.47813435,99.84549356,5.904189467,91.90659075,17.87794828,97.78548038,91.7316485,69.19259438,90.58388878,21.3912944,21.3912944,21.3912944,21.3912944
73.99925411,98.66051036,98.91329623,77.24557188,75.87865503,60.07077413,54.89775129,0.832187047,97.34301968,97.99813764,74.53172353,94.12543284,19.59370931,19.59370931,19.59370931,19.59370931
91.59682338,94.0971517,96.77784369,14.92239603,99.39712776,26.10090036,96.16379175,0.940965162,99.32612948,91.97313989,71.82696926,91.39618424,19.56921498,19.56921498,19.56921498,19.56921498
38.05981799,97.29081054,92.29490084,2.938074697,56.0461087,58.33425145,79.04899944,9.165991074,65.73767464,90.47635152,49.16718819,88.8815053,39.71431711,39.71431711,39.71431711,39.71431711
97.46024753,97.42432391,89.17724443,46.65622271,99.09334505,99.17205352,99.62723662,22.35041642,86.42727387,97.93905003,88.32286757,95.59926915,7.276401574,7.276401574,7.276401574,7.276401574
88.27284805,95.45334507,99.3593879,68.50790927,92.8774457,65.20242874,99.27469301,7.977775872,70.11617454,98.70048013,79.88279772,94.53474491,14.65194719,14.65194719,14.65194719,14.65194719
55.58648513,98.52470093,98.65808112,67.08850115,99.54563151,73.72881415,87.65433994,7.190136779,78.59924073,98.27116695,76.49616266,94.45695223,17.96078957,17.96078957,17.96078957,17.96078957
99.29707509,97.70013319,96.53923135,61.14531384,99.7590234,45.14354558,99.87425425,15.711649,88.03429224,97.3059069,82.05209103,93.85070184,11.79861081,11.79861081,11.79861081,11.79861081
82.61234035,98.12198021,96.93060197,54.11578211,16.53040233,92.05898269,90.47672915,4.208300118,99.85866818,94.48845459,70.49675622,93.88586011,23.38910389,23.38910389,23.38910389,23.38910389
67.43026027,99.55299304,99.23620727,52.64547551,99.31907478,99.42299241,93.07000433,7.921534929,99.73176215,98.15149819,85.20423322,95.96466259,10.76042937,10.76042937,10.76042937,10.76042937
82.37415272,98.37185726,96.8684679,80.69652976,99.04777209,73.53124873,71.29668489,12.93623647,55.36642361,98.3550389,77.86624685,94.55470512,16.68845827,16.68845827,16.68845827,16.68845827
155.0973807,99.17620582,91.98305444,98.42904696,51.57762303,56.23716059,85.86859303,2.307957971,90.03062045,95.09188087,89.62995431,96.16566915,6.53571484,6.53571484,6.53571484,6.53571484
76.53598712,99.15548829,93.30983921,66.49805842,99.6536826,99.99814994,99.00920495,11.09078594,99.39259287,99.06829073,89.71348222,96.75674116,7.043258942,7.043258942,7.043258942,7.043258942
87.65728425,96.67992721,99.35005437,71.57541855,99.6462284,39.47179676,63.34774854,25.57864347,86.89916987,96.5800961,76.59666831,92.85085267,16.25418437,16.25418437,16.25418437,16.25418437
85.59375179,95.0913513,96.46644372,61.12154267,27.78394415,99.04826087,61.7276138,19.35875665,84.62372812,95.4402724,70.04941791,93.55864307,23.50922516,23.50922516,23.50922516,23.50922516
79.75368287,95.79120221,90.99338172,69.37791035,80.99505287,93.03366248,86.66986282,29.18443744,99.29950428,98.79908963,84.70842,95.3236384,10.6152184,10.6152184,10.6152184,10.6152184
78.45544946,98.34791261,89.81162356,40.99910599,99.95292793,75.91520493,56.79004981,23.65140212,64.3442809,96.35755468,71.88384787,92.54698698,20.66313911,20.66313911,20.66313911,20.66313911
162.4589155,92.99035099,95.46939711,77.03578624,99.05528174,14.9685526,93.50545347,38.64253771,99.94428336,91.77545973,92.79729907,93.78215731,0.984858234,#N/A,#N/A,#N/A
97.68482246,96.90634144,89.251448,75.07180268,81.08451541,99.01415777,64.20771594,2.370698772,69.55668953,98.87263667,82.45716153,95.97722184,13.52006031,13.52006031,13.52006031,13.52006031
98.73060381,94.5810638,95.90061116,95.8906554,99.48729232,99.53892634,99.71963119,42.04498788,70.88824263,98.39399715,93.50006613,96.7743516,3.274285474,#N/A,#N/A,3.274285474
86.29339358,98.23567743,95.20019231,73.62305745,90.09486385,99.44581837,77.77278925,6.718602082,91.88362927,99.49491087,87.22339971,96.59913913,9.375739417,9.375739417,9.375739417,9.375739417
53.06702764,99.18818471,94.18401315,95.7690627,67.213654,13.64574126,68.59623604,6.392032561,71.40011134,93.59971584,60.48220455,91.32357823,30.84137368,30.84137368,30.84137368,30.84137368
85.60585198,99.60142975,87.5148283,99.40535977,99.29261396,4.465478341,99.85905454,12.00842323,77.92370991,93.69947788,76.28954739,93.01036624,16.72081885,16.72081885,16.72081885,16.72081885
97.83867275,99.76485465,97.7533,20.35455447,94.74885379,38.81389502,53.88725869,6.513601901,99.17164061,92.72164204,70.90483034,91.4652023,20.56037196,20.56037196,20.56037196,20.56037196
79.10191583,95.19364965,95.58716347,97.62166977,73.42594001,62.81010131,95.7541184,22.17640044,95.21892373,98.63410775,82.33976537,95.08663915,12.74687378,12.74687378,12.74687378,12.74687378
85.91385211,99.38656072,90.99136342,74.16190342,78.07934409,68.99866255,75.52585899,31.15043833,76.36844024,98.4877544,76.82485195,93.59378999,16.76893804,16.76893804,16.76893804,16.76893804
84.26268629,97.77823416,99.05291,71.99647771,41.01896163,84.94833246,90.51438288,0.249470124,99.98407258,97.66931346,77.11886178,95.10097931,17.98211754,17.98211754,17.98211754,17.98211754
99.07006976,97.10415531,97.34543825,88.37482474,97.72238966,85.52362419,76.42646793,15.74466534,98.80426928,99.49436122,92.13789282,96.87416326,4.736270449,#N/A,4.736270449,4.736270449
72.76213427,96.95434044,94.07297863,36.81434025,57.51387173,33.33036254,99.60084476,0.872283687,99.18612727,94.19842759,64.7993603,91.28002546,26.48066516,26.48066516,26.48066516,26.48066516
77.22662594,97.10199288,97.26096571,38.97144033,99.19176196,15.59294272,92.24451073,31.73533005,73.69656847,92.25690431,66.13224054,89.96219203,23.82995149,23.82995149,23.82995149,23.82995149
80.20634098,98.11475047,99.02012704,70.06566749,89.99816001,67.74739447,94.36182441,0.76092215,46.80264078,97.83006338,73.84003314,94.064609,20.22457586,20.22457586,20.22457586,20.22457586
98.92728118,99.35016278,97.04538473,97.41481813,83.63474204,74.19419697,86.71813099,16.74097701,77.45940254,99.2434071,86.06240374,95.94211539,9.879711656,9.879711656,9.879711656,9.879711656
80.3839246,94.84706068,97.21441446,78.7054677,78.9393588,99.93632699,99.7269769,0.616995136,99.57283926,99.48356364,88.24103619,97.14303564,8.901999448,8.901999448,8.901999448,8.901999448
23.15688249,98.87904714,99.35246816,59.09360566,98.77743221,90.03551234,90.84384326,34.40835027,58.81479336,93.84500423,68.70556153,92.94473163,24.2391701,24.2391701,24.2391701,24.2391701
79.21789346,96.68024238,97.2907926,41.56329518,99.10708427,3.743179486,99.681449,9.550724387,99.78109252,91.68652182,70.055954,90.97673274,20.92077873,20.92077873,20.92077873,20.92077873
63.16338549,98.9219624,95.01157827,19.42612179,99.41439661,99.61548994,56.51045584,38.39936083,84.09405508,93.17895988,73.18934292,92.5209301,19.33158717,19.33158717,19.33158717,19.33158717
83.20797769,92.09711075,96.47781382,90.16751834,92.93813671,44.52385424,95.3565377,12.35224677,99.91693197,98.10945315,83.4492042,94.84197656,11.39277236,11.39277236,11.39277236,11.39277236
51.29525031,98.27637434,91.94360821,99.38248593,86.97410253,36.86540754,82.76822018,8.095961972,76.34006136,96.46883539,70.82185632,93.40082788,22.57897156,22.57897156,22.57897156,22.57897156
59.71547219,95.75982002,99.9807051,51.80226967,99.78303676,99.50992337,90.82597775,16.8012695,99.8353955,97.63450245,83.52566721,95.44989967,11.92423246,11.92423246,11.92423246,11.92423246
57.73573358,96.81212437,89.1921371,2.5736473,65.11398765,99.96919513,53.15970662,11.07775332,68.49843653,91.39119316,59.68210301,91.17940782,31.49730482,31.49730482,31.49730482,31.49730482
71.7768107,96.45560434,98.30634917,81.98270718,85.24425545,99.24130771,99.32582507,22.59826936,99.41003163,99.08434689,88.25807483,96.55501138,8.29693655,8.29693655,8.29693655,8.29693655
79.2572774,96.63043012,97.33860542,8.861558278,99.5143882,99.40500129,86.45861756,2.410285185,70.26018567,94.13345104,75.07251155,93.6366265,18.56411495,18.56411495,18.56411495,18.56411495
88.55841394,99.9462557,99.88002288,69.45834468,50.45362434,57.23730214,69.51978679,13.27183799,99.73810446,97.1314203,72.62054738,93.21370093,20.59315355,20.59315355,20.59315355,20.59315355
83.45430257,97.17584559,99.88963361,95.38058177,51.048041,69.68801533,51.0848413,19.13297869,65.30025144,96.77765917,69.92044848,93.50219643,23.58174795,23.58174795,23.58174795,23.58174795
84.79627832,98.10053637,92.03842031,87.31538887,88.20006384,43.75375816,99.26852877,18.8881046,99.56286937,97.85894483,82.63098931,94.4708291,11.83983979,11.83983979,11.83983979,11.83983979
68.76890612,94.44011109,99.41142848,68.30735299,99.10042162,99.8379534,40.49239592,37.66380888,75.14877735,95.9071566,78.40265838,94.2682066,15.86554821,15.86554821,15.86554821,15.86554821
88.08307378,97.86788012,92.95750184,70.20910071,85.20940767,99.10650275,99.25268616,22.78295982,71.48881643,98.85227395,84.68063375,95.67244492,10.99181116,10.99181116,10.99181116,10.99181116
34.14210026,95.57414372,96.51975291,84.1791823,63.83237501,89.92886841,73.51250229,7.05489927,99.80722765,96.75208823,72.94823402,94.90403123,21.95579721,21.95579721,21.95579721,21.95579721
93.64662369,98.31228763,89.14682686,77.66456262,65.09430784,99.4848378,72.69304721,21.63492083,99.68310034,98.62776801,85.22463951,95.9129594,10.68831989,10.68831989,10.68831989,10.68831989
91.62339205,99.17853971,90.96459367,84.49160936,99.04209851,99.718874,99.85001885,22.06532282,66.87314784,99.00247536,89.57749858,96.67081625,7.09331767,7.09331767,7.09331767,7.09331767
83.76261594,97.54251187,96.83919651,92.88183945,99.05584598,75.09906812,99.0457079,22.36126474,89.89588996,99.28696989,89.09070688,96.19558397,7.10487709,7.10487709,7.10487709,7.10487709
80.83531941,96.87604475,89.93392443,13.31447099,99.10995825,54.49409542,90.37850487,19.10947932,86.17563231,93.93649632,71.50888745,91.52761476,20.01872731,20.01872731,20.01872731,20.01872731
79.26165813,97.61059207,96.0823076,51.93111611,99.19361619,76.23889966,98.20806568,17.70126699,83.56079619,98.20504872,81.08681674,94.37164256,13.28482582,13.28482582,13.28482582,13.28482582
65.2922074,94.80241249,99.68819614,30.17729983,91.53995905,99.1589305,60.82721302,0.247803906,69.89366023,95.81260546,71.34005175,93.68232218,22.34227043,22.34227043,22.34227043,22.34227043
94.05537162,99.58701968,90.97540941,61.97656575,99.15312307,83.11543899,99.98332109,6.264747004,83.07396651,99.07081155,86.62143365,95.82631879,9.204885135,9.204885135,9.204885135,9.204885135
78.82780782,96.85858415,98.19187854,89.08835475,99.66213568,82.36103703,64.9268105,14.07260898,73.93408625,98.91526586,82.69213188,95.61896657,12.92683469,12.92683469,12.92683469,12.92683469
24.24778852,97.51746044,97.06382876,81.09929801,99.02965167,95.95090569,85.9787127,0.608395339,99.87998876,96.2920872,79.78973408,96.19640218,16.4066681,16.4066681,16.4066681,16.4066681
93.63939598,99.8675094,94.18198322,99.39782332,97.39080697,91.5054885,89.87165272,21.33754836,99.77363975,99.64455447,95.24635247,97.60041108,2.354058612,#N/A,#N/A,#N/A
65.94360985,97.49229572,97.19228881,52.53276416,68.23817113,68.4600354,97.35169488,8.246398557,99.35124713,97.64589656,73.82696613,93.60071176,19.77374563,19.77374563,19.77374563,19.77374563
96.22184876,97.31428996,98.24372167,87.99315793,97.00577558,19.72356311,99.59376034,23.08022921,54.25091582,94.44109889,74.70291324,92.52291009,17.81999685,17.81999685,17.81999685,17.81999685
87.11875306,99.12548638,95.5398428,0.143508981,80.0103519,99.01527894,70.8040099,18.51754205,99.64301843,92.69223589,75.02582253,92.89709155,17.87126902,17.87126902,17.87126902,17.87126902
92.35463059,99.9693781,90.48850229,59.94576992,99.09488085,68.17750038,99.39225921,14.5675243,69.58260935,98.26775166,81.04530823,94.35195655,13.30664832,13.30664832,13.30664832,13.30664832
81.51298237,97.83928958,94.82302596,6.278729647,99.46232201,99.61270485,56.76623367,0.663301277,90.32337939,93.25026601,75.66999487,93.66353961,17.99354474,17.99354474,17.99354474,17.99354474
128.5929465,98.09897933,99.06155106,5.652154891,97.25258237,73.07877433,95.04793973,29.8797225,97.44538841,92.66046359,84.88583631,93.14050825,8.254671944,8.254671944,8.254671944,8.254671944
82.29372849,97.1882997,99.97088339,78.21888463,99.03280066,64.93330615,90.11599709,1.865780833,60.32271854,98.56680639,78.70948592,94.78541392,16.075928,16.075928,16.075928,16.075928
94.94585701,98.74592172,90.08661064,49.18138776,90.6234247,71.59474532,70.18975301,39.15912999,99.12388548,96.83937671,81.2079424,93.39329042,12.18534802,12.18534802,12.18534802,12.18534802
128.4176729,97.2698058,99.67062073,99.36961898,61.14489952,24.72090067,83.15471798,24.27975972,99.81665061,94.35984754,82.72394185,93.84859687,11.12465502,11.12465502,11.12465502,11.12465502
98.3517258,97.0228063,95.23400382,85.52656028,32.01087029,60.5984659,75.66957475,0.200418403,92.96027873,96.49609294,73.17828691,94.09860311,20.9203162,20.9203162,20.9203162,20.9203162
52.17050267,99.32708313,98.6155193,99.15874471,99.89620861,68.1679563,69.17287723,19.26106598,92.47965365,97.64128605,80.4140673,95.17790629,14.76383899,14.76383899,14.76383899,14.76383899
87.85479908,98.21699573,95.71212443,66.51814347,99.14590447,55.58360134,99.75303754,2.141242524,99.14359889,98.36556525,84.18816733,95.04511993,10.8569526,10.8569526,10.8569526,10.8569526
50.51787857,98.89252485,96.50302364,35.42098348,78.01653644,74.84157165,99.40059798,16.15580559,86.09464398,95.97303363,69.2441259,92.57818871,23.33406281,23.33406281,23.33406281,23.33406281
59.10186613,99.59232919,95.30397274,67.05921622,99.31112722,88.00050389,99.93152202,4.189481973,99.5154742,98.53720758,84.42260806,96.04677548,11.62416741,11.62416741,11.62416741,11.62416741
86.79906205,98.71673004,95.67542807,88.91834742,51.63827177,68.74990255,86.8180294,21.93952144,99.13042278,98.01298791,79.04343023,94.59162671,15.54819648,15.54819648,15.54819648,15.54819648
81.28768169,99.31589452,99.78842617,66.15567609,99.37839004,99.93804309,88.66218945,9.262408271,91.45560412,99.18824721,88.11031782,96.5449027,8.434584886,8.434584886,8.434584886,8.434584886
55.35039947,98.66898884,98.45921317,63.50312902,96.85009674,99.4434134,90.89272444,20.76580319,92.68780485,97.98497895,82.63614712,95.4970655,12.86091838,12.86091838,12.86091838,12.86091838
92.77218285,98.64361511,96.59117168,85.32975697,99.56213629,89.36929476,83.06841694,10.19491359,95.49200606,99.74640064,91.55270416,97.05510699,5.502402831,5.502402831,5.502402831,5.502402831
67.29723405,97.73074711,96.54010151,68.30459819,77.1323034,58.11850258,59.57874678,16.05872665,75.10271012,98.00910323,68.4525832,92.56844736,24.11586416,24.11586416,24.11586416,24.11586416
98.34390016,98.14616346,97.98623899,89.55362863,99.45608837,42.50557096,99.9304284,14.15944291,60.03042376,97.09470943,80.72620139,94.26885136,13.54264997,13.54264997,13.54264997,13.54264997
84.53230448,96.52476616,95.89011754,87.33507207,58.86568159,99.52441031,98.3675454,21.086808,99.69251297,98.68300986,86.29612948,96.41316095,10.11703147,10.11703147,10.11703147,10.11703147
91.47993306,97.82842626,99.95381972,86.81508449,76.00207685,99.95373695,99.77125736,11.97457773,99.42149918,99.54128552,91.07558019,97.3231942,6.247614014,6.247614014,6.247614014,6.247614014
69.32826995,94.14788475,90.11052845,92.23315383,99.29946443,37.36414865,98.08862671,0.812157617,78.93446939,97.31889576,77.64501249,94.31888245,16.67386996,16.67386996,16.67386996,16.67386996
68.96835488,99.62292229,99.16727048,69.70631357,91.77857661,94.40196903,94.60568027,8.472269165,99.80087896,99.06129526,85.88302162,96.29298316,10.40996154,10.40996154,10.40996154,10.40996154
81.24326178,97.32054053,92.87102709,84.65197721,97.49818554,45.92997809,68.12569332,0.408490083,81.21955691,98.07281436,77.33666373,94.24528893,16.90862521,16.90862521,16.90862521,16.90862521
31.39407527,97.40725518,87.24254134,86.99034316,99.79749442,61.78659182,99.18833113,0.693171862,87.8319135,96.51439816,75.51796035,94.788826,19.27086566,19.27086566,19.27086566,19.27086566
83.48357883,99.9686931,96.2880399,61.07807288,99.06991141,26.99389819,92.94422445,27.44135536,99.31035512,95.36583604,77.11551224,92.41285432,15.29734208,15.29734208,15.29734208,15.29734208
98.90991551,96.68020477,90.07379942,38.46001633,88.79892569,63.94152161,92.53189958,26.25322091,60.45815321,96.22297401,74.08549768,92.36183428,18.2763366,18.2763366,18.2763366,18.2763366
23.64409185,96.11239818,97.68271195,80.5136302,64.99040611,63.11042573,37.9974714,16.44512694,99.61571374,93.28433795,62.4954012,92.35827225,29.86287105,29.86287105,29.86287105,29.86287105
49.67486959,96.83324621,97.55058861,96.21565266,87.95524,32.74192831,99.06000231,19.76098343,41.40062123,93.87270538,65.11780792,92.08224755,26.96443963,26.96443963,26.96443963,26.96443963
96.66902795,97.83100841,95.81872756,64.04826925,74.89037454,99.39696521,99.32766873,3.805334941,81.07584183,98.98933586,85.02629314,96.17156977,11.14527663,11.14527663,11.14527663,11.14527663
81.39208024,98.26138038,99.82898189,61.78589934,99.6471854,18.51025727,86.02862677,4.94178662,73.48092671,94.91582593,70.16809942,91.92996946,21.76187004,21.76187004,21.76187004,21.76187004
72.0288755,99.1394964,98.14551776,65.13995089,54.50728581,99.10735512,99.75943144,18.97743972,88.92756382,97.78459458,77.90540884,94.90563386,17.00022501,17.00022501,17.00022501,17.00022501
